,Year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_G_MSDMNR,JUV_MNSLGHTR,JUV_MSDMNR,JUV_MURDER,JUV_OTHFELCRIME,JUV_OTHPROPCR,JUV_ROBBERY,JUV_SEXCR,JUV_TOTAL,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_G_MSDMNR,MIN_MNSLGHTR,MIN_MSDMNR,MIN_MURDER,MIN_OTHFELCRIME,MIN_OTHPROPCR,MIN_ROBBERY,MIN_SEXCR,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_G_MSDMNR,MAX_MNSLGHTR,MAX_MSDMNR,MAX_MURDER,MAX_OTHFELCRIME,MAX_OTHPROPCR,MAX_ROBBERY,MAX_SEXCR,Total Population
617,2012,MASON,3855,2026,6790,17059,29731,4090,2200,8400,17029,31719,0,0,0,0,0,0,0,0,0,12,440,0,909,584,285,0,64,84,0,0,11,0,6,1,0,3574,0,671,22,447,1983,4692,129,162,43,0,44,89,8,11,1246,4,7,151,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,140,11,7.0,81,100,9,18,426,-99.0,-99.0,-99.0,104,119.0,27,10,55,0,0,19,25,0,0,137,1,3.4,2.9,5.2,2.2,0.0,0.0,2.7,2.9,0.0,0.0,5.0,48,9,102,43,100,25,8,30,2,1,5,29,3,3,109,3,52.0,43.2,73.5,20.9,77.5,305.0,26.1,30.3,109.2,103.0,29.0,2,3,5,19,1,1,70,0,4,16,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,7,4,5,2,39,0,33,0,3,23,0,2,111,18.25,16.9,126.25,1.0,9.384615385,0,7.181818182000001,0.0,13.33333333,21.63636364,0.0,15.0,18.25,22.4,185.75,1.0,9.384615385,0.0,7.181818182000001,0.0,13.33333333,35.0,0.0,15.0,61450
618,2013,MASON,3863,1994,6870,17202,29928,4144,2175,8434,17120,31872,0,0,0,0,0,0,0,0,0,3,367,0,692,628,203,0,53,53,0,0,12,0,3,3,5,2993,0,535,21,397,1596,3925,97,189,0,0,0,0,0,0,0,0,0,0,0,0,158,0,52,33,109,0,10,13,0,1470,0,9,0,3,0,0,0,14,197,2114,32,14,48,172,3,8.0,63,119,13,19,445,-99.0,-99.0,-99.0,104,116.0,26,9,60,0,0,24,51,0,4,174,0,4.7,3.1,5.0,2.0,0.0,0.0,2.9,3.2,0.0,5.3,0.0,64,16,269,58,138,34,12,40,1,7,19,34,4,2,154,1,40.4,47.1,23.8,18.0,64.0,397.2,25.0,30.8,80.0,66.0,57.0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,4,10,0,0,2,30,1,0,0,0,0,0,1,13,84,0,1,1,8,0,1,9,2,3,5,45,0,42,0,2,7,0,3,109,57.5,33.4,20.0,37.25,34.26666667,0,7.818181817999999,0.0,22.5,126.7142857,0.0,157.5,131.0,39.1,20.0,74.0,26.21428571,0.0,7.818181817999999,0.0,22.5,173.71428569999998,0.0,266.0,61800
619,2014,MASON,3883,1986,6894,17264,30026,4113,2170,8444,17247,31974,0,0,0,0,0,0,0,0,0,9,420,0,677,484,252,0,47,62,0,0,13,3,2,4,3,2871,0,613,20,382,1634,3866,109,127,0,0,0,0,0,0,0,0,0,0,0,3,181,0,54,29,129,0,7,16,0,1343,0,10,0,2,0,0,0,13,205,2033,34,7,64,145,2,12.0,64,113,12,16,428,-99.0,-99.0,-99.0,104,115.0,28,11,90,0,0,25,39,3,1,197,0,3.7,3.5,3.2,3.6,0.0,0.0,3.1,3.1,5.3,9.0,0.0,56,8,295,65,129,23,14,38,2,3,18,35,9,13,155,0,35.7,48.0,26.0,25.3,46.0,260.0,34.9,43.3,64.3,131.1,0.0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,2,11,0,0,3,22,0,1,0,0,0,0,0,12,70,0,1,0,7,1,3,8,1,0,2,29,0,18,0,1,5,1,5,62,105.0,24.1,0.0,19.0,9.3,0,17.77777778,0.0,0.0,34.5,105.0,96.25,252.0,39.3,0.0,19.0,9.3,0.0,44.7,0.0,0.0,71.25,252.0,93.33333333,62000
620,2015,MASON,3869,1989,6907,17351,30116,4057,2164,8423,17440,32084,0,0,0,0,0,0,0,0,0,11,449,0,568,389,238,0,33,45,0,0,10,1,3,0,3,2562,0,613,20,400,1541,3575,105,159,0,0,0,0,0,0,0,0,0,0,0,6,198,0,53,30,116,0,9,10,0,1457,0,4,1,3,0,0,0,16,190,2123,24,6,69,169,6,7.0,70,111,10,18,460,-99.0,-99.0,-99.0,104,126.0,24,21,90,0,0,34,48,2,1,220,0,3.4,3.3,4.4,3.4,0.0,0.0,2.5,2.8,6.0,9.0,0.0,52,4,342,56,112,27,14,29,2,3,12,23,2,7,119,0,39.7,43.1,30.7,21.4,83.5,483.0,34.4,20.0,49.0,60.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,9,0,0,0,32,0,0,0,0,0,0,0,21,87,0,2,0,8,2,1,10,0,0,1,40,0,21,0,3,9,0,5,79,0.0,46.5,0.0,30.0,9.333333332999999,0,9.375,0.0,24.0,229.5,0.0,187.75,0.0,57.5,0.0,30.0,9.333333332999999,0.0,9.375,0.0,24.0,293.375,0.0,245.66666669999998,62200
621,2016,MASON,3879,1993,6898,17393,30163,4055,2163,8388,17550,32157,0,0,0,0,0,0,0,0,0,4,358,0,420,334,237,1,57,70,0,0,16,1,5,3,4,2248,1,562,14,382,1418,3192,109,140,0,0,0,0,0,0,0,0,0,0,0,2,157,0,51,17,139,0,6,7,0,1718,0,17,0,2,0,0,1,9,178,2359,36,19,56,180,0,8.0,83,108,6,7,448,-99.0,-99.0,-99.0,68,124.0,32,5,99,0,0,34,40,0,1,211,0,3.8,3.0,4.2,2.9,0.0,0.0,2.4,2.8,0.0,6.0,0.0,34,0,561,53,87,16,10,16,2,1,17,31,1,6,100,0,69.0,35.9,23.2,20.2,93.0,170.0,29.6,26.5,35.0,35.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,3,5,0,0,3,9,0,0,0,0,0,0,0,9,47,0,1,0,7,2,4,9,4,2,0,31,0,18,0,3,3,0,1,62,65.5,45.0,52.5,0.0,44.54545455,0,33.42857143,0.0,7.666666667,17.33333333,0.0,364.0,111.0,59.5,126.0,0.0,56.63636364,0.0,39.42857143,0.0,7.666666667,17.33333333,0.0,455.0,62320
644,2012,OKANOGAN,3146,1461,4624,11265,20495,3346,1596,4873,11116,20930,0,0,0,0,0,0,0,0,0,5,438,0,261,288,148,0,5,13,0,0,0,0,0,2,1,1150,0,466,5,166,586,1782,13,17,32,0,33,45,0,8,868,3,3,73,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,93,5,3.0,67,94,5,17,346,-99.0,-99.0,-99.0,65,364.0,27,5,29,0,0,13,35,1,1,111,0,3.2,3.2,5.6,3.0,0.0,0.0,3.8,2.6,4.5,12.0,0.0,25,0,80,16,41,13,2,8,0,1,6,10,2,4,47,1,23.0,41.0,101.5,22.2,0.0,123.0,30.2,25.1,24.5,154.3,26.0,3,0,9,22,0,2,64,0,0,22,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,7,4,10,7,90,0,85,0,2,27,1,3,229,138.0,14.8,24.14285714,11.16666667,10.0,0,10.47058824,0.0,30.0,15.91666667,105.0,41.66666667,168.33333330000002,17.5,45.14285714,11.16666667,10.0,0.0,10.47058824,0.0,30.0,15.91666667,252.0,90.66666667,41425
645,2013,OKANOGAN,3141,1460,4637,11306,20546,3368,1600,4877,11111,20954,0,0,0,0,0,0,0,0,0,4,345,0,281,275,92,0,16,15,0,0,1,0,5,1,0,1291,0,382,9,129,706,1802,15,37,0,0,0,0,0,0,0,0,0,0,0,0,201,0,40,23,47,0,3,4,0,687,0,0,0,1,1,0,0,6,134,1168,7,14,52,84,7,12.0,70,151,12,23,411,-99.0,-99.0,-99.0,183,172.0,27,12,42,1,0,13,36,1,4,136,0,4.0,3.7,4.4,2.4,8.0,0.0,5.5,3.1,6.8,11.6,0.0,43,3,147,22,68,19,8,11,1,2,4,16,0,8,69,0,25.6,44.7,27.3,21.6,47.5,319.9,28.3,20.7,0.0,126.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,10,0,0,0,35,0,0,0,0,0,0,0,45,102,0,3,0,9,0,0,9,12,7,4,113,0,76,0,8,51,2,0,273,25.57142857,17.1,130.3333333,17.75,9.705882353,0,9.5625,0.0,20.75,19.0625,208.0,0.0,46.57142857,20.3,130.3333333,17.75,9.705882353,0.0,9.5625,0.0,20.75,28.25,290.5,0.0,41500
646,2014,OKANOGAN,3162,1462,4548,11427,20599,3406,1582,4803,11310,21101,0,0,0,0,0,0,0,0,0,2,292,0,301,271,95,0,10,12,0,0,2,0,1,2,1,1230,0,324,6,113,640,1667,15,17,0,0,0,0,0,0,0,0,0,0,0,1,163,0,38,15,47,0,2,7,0,631,0,1,0,1,0,0,0,3,125,1055,10,11,73,126,10,14.0,63,120,6,30,442,-99.0,-99.0,-99.0,183,166.0,36,16,54,0,0,7,68,0,1,182,0,4.5,3.8,4.7,3.0,0.0,0.0,4.9,3.5,0.0,9.0,0.0,65,0,151,33,98,29,5,24,2,1,7,41,3,3,115,0,53.4,43.5,38.0,43.4,71.3,300.0,31.5,31.1,64.8,32.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,14,0,0,0,49,0,0,0,0,0,0,0,18,93,0,1,0,9,4,0,13,8,1,5,127,0,80,0,2,37,1,9,270,36.85714286,29.3,10.0,33.6,9.470588235,0,10.84210526,0.0,45.0,40.93333333,364.0,379.0,57.85714286,33.2,10.0,63.0,9.470588235,0.0,10.84210526,0.0,45.0,56.8,364.0,394.1666667,41700
647,2015,OKANOGAN,3159,1478,4509,11519,20665,3374,1595,4769,11457,21195,0,0,0,0,0,0,0,0,0,2,284,0,246,213,103,0,2,15,0,0,0,0,1,0,1,1053,0,310,3,115,587,1478,10,11,0,0,0,0,0,0,0,0,0,0,0,0,116,0,29,7,28,0,1,1,0,770,0,0,0,3,0,0,0,1,121,1086,6,3,60,140,5,13.0,69,147,4,22,460,-99.0,-99.0,-99.0,183,172.97,29,9,56,0,0,11,36,0,2,143,0,6.4,4.4,6.2,3.4,0.0,0.0,4.4,3.6,0.0,9.0,0.0,62,0,272,28,90,16,5,28,1,1,10,20,1,7,89,0,42.5,42.1,44.0,28.0,110.0,384.0,26.6,26.7,14.0,108.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,12,0,0,2,27,0,0,0,0,0,0,0,8,62,0,0,0,8,1,0,9,12,3,0,100,0,66,0,3,23,1,6,214,71.0,23.9,60.0,0.0,9.235294117999999,0,7.571428571,0.0,22.66666667,11.75,25.0,383.25,89.375,27.5,133.5,0.0,9.235294117999999,0.0,7.571428571,0.0,22.66666667,11.75,25.0,437.5,41860
648,2016,OKANOGAN,3171,1470,4310,11608,20558,3372,1601,4577,11621,21172,0,0,0,0,0,0,0,0,0,4,308,0,189,164,110,0,4,11,0,0,2,0,0,1,0,831,0,330,10,124,460,1285,8,14,0,0,0,0,0,0,0,0,0,0,0,1,100,0,38,16,43,0,0,2,0,836,0,0,0,0,0,0,0,5,81,1136,6,8,63,172,2,14.0,77,138,11,30,507,-99.0,-99.0,-99.0,185,181.0,22,12,83,0,0,14,46,0,3,180,0,4.5,3.3,4.2,2.7,0.0,0.0,4.4,2.9,0.0,8.7,0.0,69,3,347,27,99,17,14,29,2,4,5,30,2,10,113,0,39.0,42.2,34.2,22.8,99.9,296.2,25.5,23.9,14.9,71.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,11,0,0,0,38,0,0,0,0,0,0,0,6,62,0,0,0,13,2,0,15,6,7,5,124,0,86,0,3,52,0,5,288,63.5,26.6,101.2,13.0,20.55,0,10.05555556,0.0,66.5,51.17647059,0.0,45.0,99.66666667,34.9,148.8,13.0,24.05,0.0,10.05555556,0.0,140.0,69.29411765,0.0,94.0,41730
671,2012,PACIFIC,1119,590,1902,6810,10421,1224,620,2174,6529,10549,0,0,0,0,0,0,0,0,0,0,156,0,179,96,59,0,8,9,0,0,0,0,0,2,2,557,1,185,1,72,273,814,18,10,8,0,5,17,0,1,108,0,0,15,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,78,0,2.0,28,39,1,4,173,-99.0,-99.0,-99.0,29,31.0,11,2,23,0,0,10,17,0,0,63,0,1.8,1.4,2.5,1.0,0.0,0.0,1.4,1.6,0.0,0.0,0.0,25,5,35,17,47,10,2,14,0,0,3,7,0,4,40,0,25.0,28.8,24.0,22.3,0.0,0.0,12.3,29.5,0.0,74.4,0.0,0,0,0,2,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,0,0,10,0,26,0,1,3,0,2,42,0.0,18.7,0.0,0.0,13.33333333,0,7.375,0.0,28.0,140.0,0.0,6.5,0.0,22.0,0.0,0.0,13.33333333,0.0,7.375,0.0,28.0,185.5,0.0,6.5,20970
672,2013,PACIFIC,1125,587,1904,6813,10430,1240,658,2140,6532,10570,0,0,0,0,0,0,0,0,0,2,217,0,185,79,107,0,5,18,0,0,0,0,0,1,2,550,0,256,1,142,278,948,20,33,0,0,0,0,0,0,0,0,0,0,0,0,180,0,18,21,62,0,3,9,0,161,0,4,0,1,0,0,0,0,59,566,35,13,26,64,0,8.0,30,58,0,14,200,-99.0,-99.0,-99.0,29,44.0,10,3,28,0,0,4,13,0,0,59,1,1.2,1.3,1.0,1.3,0.0,0.0,2.7,1.1,0.0,0.0,1.0,37,0,80,24,61,15,3,24,0,1,8,13,1,2,68,1,21.3,33.2,51.3,28.3,0.0,380.0,25.6,20.8,12.0,110.5,17.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,11,0,0,0,2,4,3,6,7,0,2,11,0,18,0,0,2,0,0,40,46.66666667,16.6,0.0,30.0,13.875,0,6.5,0.0,0.0,3.5,0.0,0.0,95.66666667,25.2,0.0,30.0,13.875,0.0,6.5,0.0,0.0,3.5,0.0,0.0,21000
673,2014,PACIFIC,1105,586,1885,6889,10465,1207,693,2098,6637,10635,0,0,0,0,0,0,0,0,0,1,210,0,154,29,107,0,5,17,0,0,1,0,0,4,0,471,0,250,1,118,281,839,18,11,0,0,0,0,0,0,0,0,0,0,0,0,128,0,10,3,34,0,1,6,0,131,0,1,0,0,0,0,0,0,32,367,18,3,24,68,0,7.0,30,61,0,11,201,-99.0,-99.0,-99.0,29,42.0,12,6,19,0,0,16,21,0,3,77,0,3.2,2.0,2.6,1.3,0.0,0.0,1.3,2.2,0.0,3.2,0.0,51,0,98,28,79,14,3,33,0,0,9,13,0,6,78,0,31.6,33.2,47.7,40.2,0.0,0.0,15.9,29.9,0.0,23.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,6,0,0,0,0,0,0,0,1,13,0,0,0,2,2,1,4,3,2,2,16,0,16,0,1,1,1,0,42,30.0,18.2,67.5,30.0,12.125,0,11.28571429,0.0,0.0,0.0,105.0,0.0,30.0,25.2,141.0,30.0,12.125,0.0,11.28571429,0.0,0.0,0.0,252.0,0.0,21100
674,2015,PACIFIC,1105,587,1860,6913,10465,1213,698,2078,6756,10745,0,0,0,0,0,0,0,0,0,1,187,0,124,25,64,0,7,14,0,0,0,0,0,0,0,376,0,211,2,73,217,660,10,9,0,0,0,0,0,0,0,0,0,0,0,0,102,0,6,9,39,0,2,3,0,139,0,0,0,0,0,0,0,0,26,337,10,1,21,77,1,4.0,47,40,0,15,205,-99.0,-99.0,-99.0,29,39.0,8,7,25,0,0,10,19,0,1,70,0,2.2,2.0,1.6,2.0,0.0,0.0,1.5,1.8,0.0,12.0,0.0,24,3,134,12,39,8,3,19,0,0,5,4,0,2,41,0,20.5,32.8,79.7,27.6,0.0,0.0,17.4,16.3,0.0,132.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,17,0,0,0,4,1,4,5,0,2,0,20,0,21,0,1,6,0,2,52,0.0,25.6,29.0,0.0,13.2,0,8.444444444,0.0,28.0,73.5,0.0,182.0,0.0,27.4,29.0,0.0,13.2,0.0,8.444444444,0.0,28.0,73.5,0.0,227.5,21210
675,2016,PACIFIC,1112,589,1837,6888,10426,1210,706,2058,6780,10754,0,0,0,0,0,0,0,0,0,0,175,0,89,22,63,0,7,10,0,0,1,0,1,1,1,335,0,197,1,80,216,612,9,16,0,0,0,0,0,0,0,0,0,0,0,0,101,0,13,8,34,0,4,2,0,163,0,2,0,2,0,0,0,0,37,377,5,6,37,79,3,9.0,45,46,1,16,236,-99.0,-99.0,-99.0,46,44.0,19,3,45,0,0,19,17,0,3,106,0,2.4,2.7,3.0,2.9,0.0,0.0,3.0,1.8,0.0,5.0,0.0,34,0,99,33,67,10,2,25,0,0,14,15,0,6,72,0,33.0,36.1,22.0,24.2,0.0,0.0,24.0,21.9,0.0,159.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,1,10,2,0,0,0,0,0,0,4,24,0,0,0,9,5,0,14,2,3,1,18,0,14,0,1,3,0,0,42,157.5,57.3,123.66666670000001,30.0,53.33333333,0,8.0,0.0,28.0,197.0,0.0,0.0,266.0,71.4,154.0,30.0,61.5,0.0,8.0,0.0,28.0,242.5,0.0,0.0,21180
698,2012,PEND OREILLE,800,479,1248,3935,6464,855,530,1264,3989,6636,0,0,0,0,0,0,0,0,0,0,224,0,142,129,66,0,2,9,0,0,1,0,3,0,0,626,0,302,1,89,352,1017,65,23,1,0,11,7,1,2,153,1,0,15,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,1,3.0,11,46,0,2,92,-99.0,-99.0,-99.0,31,28.0,4,0,7,0,0,2,6,0,0,19,0,3.7,2.5,0.0,1.8,0.0,0.0,3.0,2.4,0.0,0.0,0.0,4,0,8,2,6,4,0,0,0,0,0,0,1,0,5,0,19.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,1,0,18,0,10,0,0,2,0,1,36,8.5,32.9,0.0,0.0,41.33333333,0,7.0,0.0,0.0,168.0,0.0,0.0,8.5,34.8,0.0,0.0,43.66666667,0.0,7.0,0.0,0.0,182.0,0.0,0.0,13100
699,2013,PEND OREILLE,804,462,1275,3957,6496,842,523,1275,4013,6654,0,0,0,0,0,0,0,0,0,2,218,0,142,149,81,0,2,8,0,0,0,1,1,0,3,660,0,299,0,114,365,1073,71,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,1,6.0,13,49,0,4,118,-99.0,-99.0,-99.0,31,28.0,4,0,4,0,0,3,9,0,0,20,0,3.8,3.3,0.0,3.8,0.0,0.0,2.9,3.0,0.0,0.0,0.0,9,0,11,6,15,2,3,3,0,0,1,7,0,0,16,0,57.0,39.3,48.3,17.7,0.0,0.0,22.0,42.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,1,0,1,0,0,3,11,0.0,106.1,0.0,0.0,3.666666667,0,15.0,0.0,0.0,0.0,0.0,378.0,0.0,106.1,0.0,0.0,3.666666667,0.0,15.0,0.0,0.0,0.0,0.0,378.0,13150
700,2014,PEND OREILLE,801,445,1285,3983,6514,827,507,1297,4065,6696,0,0,0,0,0,0,0,0,0,2,203,0,135,87,81,0,0,14,0,0,1,0,0,0,1,509,0,269,1,107,284,885,51,25,0,0,0,0,0,0,0,0,0,0,0,1,79,0,3,2,28,0,0,1,0,62,0,1,0,0,0,0,0,0,25,210,7,1,18,50,0,2.0,14,21,1,6,112,-99.0,-99.0,-99.0,31,28.0,2,3,4,0,0,3,11,0,0,23,0,0.6,2.9,3.8,1.1,0.0,0.0,5.0,3.2,0.0,0.0,0.0,17,0,12,7,24,3,3,1,0,0,1,12,0,0,20,0,32.7,24.4,25.2,12.0,0.0,0.0,17.0,23.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,3,0,0,0,0,0,10,30.0,44.7,364.0,0.0,10.5,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,53.8,455.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13210
701,2015,PEND OREILLE,792,440,1288,3999,6518,822,497,1305,4099,6722,0,0,0,0,0,0,0,0,0,1,188,0,108,76,63,0,0,15,0,0,0,0,0,0,2,412,0,234,1,86,226,732,31,21,0,0,0,0,0,0,0,0,0,0,0,1,67,0,8,7,18,0,0,1,0,50,0,2,0,0,0,0,0,0,14,180,7,5,23,29,0,4.0,25,27,0,4,112,-99.0,-99.0,-99.0,38,22.8,10,3,12,0,0,5,5,0,2,37,0,3.1,2.6,3.7,1.0,0.0,0.0,1.9,2.1,0.0,10.5,0.0,13,0,25,10,23,5,1,2,0,1,2,6,0,1,18,0,33.0,41.6,29.8,74.9,0.0,204.0,14.5,22.0,0.0,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,4,0,0,2,0,1,11,0.0,46.1,0.0,0.0,122.66666670000001,0,2.5,0.0,0.0,3.0,0.0,0.0,0.0,46.1,0.0,0.0,122.66666670000001,0.0,2.5,0.0,0.0,3.0,0.0,0.0,13240
702,2016,PEND OREILLE,787,437,1292,4005,6521,820,487,1316,4146,6769,0,0,0,0,0,0,0,0,0,2,174,0,72,36,82,0,1,14,0,0,1,0,0,1,0,336,0,219,1,112,224,667,29,30,0,0,0,0,0,0,0,0,0,0,0,0,74,0,4,3,31,0,0,5,0,46,0,3,0,0,0,0,0,1,13,190,5,5,11,49,1,2.0,22,13,1,10,109,-99.0,-99.0,-99.0,31,25.5,9,2,18,0,0,9,4,0,1,43,0,5.2,4.4,3.9,3.7,0.0,0.0,5.2,3.7,0.0,6.0,0.0,10,0,52,9,19,3,2,1,0,0,1,6,0,1,14,0,42.3,31.0,48.9,15.0,0.0,0.0,12.0,28.0,0.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,6,0,0,0,1,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,1,6,0,3,0,1,5,0,0,16,0.0,17.5,0.0,29.0,7.666666667,0,10.33333333,0.0,51.0,24.66666667,0.0,0.0,0.0,17.5,0.0,29.0,7.666666667,0.0,10.33333333,0.0,51.0,24.66666667,0.0,0.0,13290
