,Year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,JST_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,Total Population
969,2014,WALLA WALLA,4200,2374,8392,14753,29719,4387,2311,10070,13663,30431,0,0,0,0,0,0,0,0,0,23,591,0,408,801,288,5,43,40,0,0,12,0,2,4,8,3199,0,738,14,337,1905,4274,89,41,0,0,0,0,0,0,0,0,0,0,0,1,211,0,55,43,151,0,11,4,0,427,0,0,0,2,0,2,0,4,367,1318,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,15,26,0,0,1,22,0,0,1,0,0,0,0,57,194,0,4,0,10,1,1,11,60150
970,2015,WALLA WALLA,4192,2379,8452,14919,29943,4385,2332,10150,13840,30707,0,0,0,0,0,0,0,0,0,30,577,0,377,730,225,3,35,61,0,0,12,0,4,9,8,3183,1,804,24,272,1984,4259,141,38,0,0,0,0,0,0,0,0,0,0,0,1,211,0,31,31,106,0,3,11,0,299,0,2,0,1,0,0,0,13,263,1053,76,5,0,0,0,0,0,0,0,0,0,0,0,0,1,30,12,17,12,0,0,3,16,0,0,0,0,0,0,2,45,141,0,3,0,12,2,1,14,60650
971,2016,WALLA WALLA,4218,2429,8167,15265,30080,4410,2360,9773,14107,30650,0,0,0,0,0,0,0,0,0,20,560,0,355,796,251,6,60,54,0,0,20,0,2,5,12,3221,0,856,21,310,1963,4387,215,47,0,0,0,0,0,0,0,0,0,0,0,0,188,0,36,44,116,0,0,5,0,362,0,6,0,1,0,0,0,11,210,1070,68,23,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3,8,16,0,0,1,20,0,0,0,0,0,0,0,30,100,0,1,0,9,2,5,11,60730
994,2012,WHATCOM,13192,7592,32704,49120,102608,14055,7627,33491,45719,100892,282,11,411,1,67,38,7,648,1465,13,1345,0,869,2110,863,1,183,108,0,0,34,0,4,9,2,8440,16,1752,56,963,5208,11155,252,82,296,5,136,532,2,21,2918,21,20,814,4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,22,79,0,5,443,4,5,156,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,4,15,203500
995,2013,WHATCOM,13251,7639,32887,49881,103658,14211,7641,33737,46553,102142,115,10,417,0,85,30,12,828,1497,11,1227,0,862,1925,658,1,240,117,0,0,41,0,2,7,7,8478,32,1656,55,769,5384,10903,262,72,96,3,41,126,0,10,1179,7,9,88,1559,1,459,0,117,144,266,0,20,7,0,1519,0,13,0,3,2,0,2,36,1219,3982,156,18,2,1,1,5,6,0,4,197,1,0,4,219,0,54,20,53,68,0,0,7,99,0,0,0,0,0,1,3,204,517,1,7,2,20,3,1,25,205800
996,2014,WHATCOM,13331,7648,32937,50639,104555,14262,7674,33765,47344,103045,0,0,0,0,0,0,0,0,0,22,1718,0,1410,2335,843,2,320,160,0,0,46,1,2,9,12,11195,30,2415,86,1019,7020,14629,479,134,0,0,0,0,0,0,0,0,0,0,0,2,782,0,203,167,419,0,32,42,0,1685,0,24,0,1,5,3,6,47,1329,5028,222,59,0,0,0,0,0,0,0,0,0,0,0,0,1,62,16,31,78,0,1,3,117,0,0,0,1,1,0,6,208,532,0,7,0,8,5,0,13,207600
997,2015,WHATCOM,13416,7650,32967,51508,105541,14284,7716,33741,48507,104249,0,0,0,0,0,0,0,0,0,16,1751,0,1147,2161,755,4,219,160,0,0,37,1,6,18,22,10165,13,2390,63,882,6555,13437,417,92,0,0,0,0,0,0,0,0,0,0,0,2,773,0,166,149,397,0,27,27,0,1498,0,15,0,6,6,1,0,39,1106,4449,207,30,0,0,0,0,0,0,0,0,0,0,0,0,0,75,21,26,53,0,0,3,99,2,0,0,0,1,0,6,135,427,2,4,0,9,4,2,13,209790
998,2016,WHATCOM,13620,7558,32767,52877,106822,14520,7660,33579,49959,105718,0,0,0,0,0,0,0,0,0,32,1793,1,1388,2259,822,3,205,200,0,0,53,0,4,22,24,10902,9,2470,69,976,6945,14348,398,121,0,0,0,0,0,0,0,0,0,0,0,6,786,1,199,163,444,0,17,39,0,1379,0,21,2,1,3,4,3,34,1199,4537,196,40,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,8,37,0,0,3,91,0,0,0,2,1,0,7,107,315,0,1,0,17,2,4,19,212540
1021,2012,WHITMAN,1995,1796,12340,6537,22671,2142,1665,13358,6115,23279,0,0,0,0,0,0,0,0,0,7,321,0,172,462,535,0,10,39,0,0,0,0,1,0,0,1505,1,361,6,583,848,2449,0,47,1,0,25,159,2,5,952,2,0,53,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,25,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,45950
1022,2013,WHITMAN,2105,1643,12257,6659,22665,2264,1527,13324,6220,23335,0,0,0,0,0,0,0,0,0,0,320,0,161,348,303,0,15,25,0,0,2,0,0,5,0,1225,0,352,4,328,697,1905,0,25,0,0,0,0,0,0,0,0,0,0,0,0,125,0,26,24,91,0,1,3,0,750,0,2,0,1,3,0,0,7,92,1132,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,5,6,0,0,2,9,1,0,0,0,0,0,0,9,50,0,1,0,2,1,0,3,46000
1023,2014,WHITMAN,2169,1775,12273,6670,22887,2322,1641,13394,6255,23613,0,0,0,0,0,0,0,0,0,6,389,0,189,369,337,3,13,26,0,0,0,0,0,1,3,1360,0,416,3,373,777,2149,0,33,0,0,0,0,0,0,0,0,0,0,0,0,166,0,30,46,85,0,6,8,0,809,0,0,0,0,0,0,0,0,104,1258,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0,9,0,0,1,19,0,0,0,0,1,0,0,24,80,0,3,0,0,0,1,0,46500
1024,2015,WHITMAN,2198,1802,12571,6619,23190,2348,1661,13794,6256,24060,0,0,0,0,0,0,0,0,0,4,395,1,173,312,221,0,5,26,0,0,0,1,1,0,5,1086,0,423,6,262,585,1771,0,36,0,0,0,0,0,0,0,0,0,0,0,1,153,0,21,38,129,0,0,7,0,887,0,0,1,1,0,1,0,1,74,1325,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,2,5,0,0,1,20,0,0,0,2,0,0,0,8,60,0,3,0,0,0,0,0,47250
1025,2016,WHITMAN,2247,1756,13192,6672,23867,2400,1624,13687,6362,24073,0,0,0,0,0,0,0,0,0,2,360,0,123,227,156,6,13,50,0,0,1,0,0,1,5,784,2,412,9,189,404,1385,0,26,0,0,0,0,0,0,0,0,0,0,0,0,179,0,29,29,82,0,2,13,0,713,0,3,0,0,1,0,1,3,108,1174,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,5,0,0,6,15,0,0,0,0,0,0,0,9,53,0,0,0,1,1,0,2,47940
1048,2012,YAKIMA,24854,10961,35205,52180,123199,26480,12010,35575,48736,122801,0,0,0,0,0,0,0,0,0,21,2677,1,2129,2706,1298,0,72,220,0,0,23,0,12,15,4,12171,11,3650,191,1572,7051,17393,703,259,136,5,139,380,16,35,4432,23,49,818,6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,46,119,0,15,562,3,3,165,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,13,14,40,246000
1049,2013,YAKIMA,25160,10884,34972,53154,124171,27070,12003,34944,49063,123079,0,0,0,0,0,0,0,0,0,37,3174,1,2238,3409,947,0,47,256,0,0,24,1,16,16,5,12880,92,4401,190,1319,6958,18600,914,275,0,0,0,0,0,0,0,0,0,0,0,6,1512,1,145,338,498,0,31,57,0,3327,0,36,0,20,0,1,79,62,1036,7807,567,91,2,0,0,0,0,0,0,0,0,0,0,0,1,186,62,92,109,0,1,12,330,1,0,2,0,0,0,15,123,947,3,10,4,30,5,14,39,247250
1050,2014,YAKIMA,25349,11016,34722,53941,125028,27403,12037,34667,49665,123772,0,0,0,0,0,0,0,0,0,53,3146,0,2102,2863,742,0,68,289,1,0,43,0,7,16,6,12261,5,4368,152,1014,7023,17643,867,260,0,0,0,0,0,0,0,0,0,0,0,4,1503,1,134,351,372,0,44,64,0,3010,0,25,0,12,0,0,3,50,1296,7461,511,81,0,0,0,0,0,0,0,0,0,0,0,0,7,176,37,76,114,0,2,9,257,5,0,1,0,0,0,10,208,930,6,22,2,27,7,11,36,248800
1051,2015,YAKIMA,25573,10945,34165,55056,125738,28008,12162,33581,50480,124232,0,0,0,0,0,0,0,0,0,48,3530,0,2277,2842,754,9,72,296,0,0,66,0,21,13,17,12943,7,5166,193,1069,7502,19178,1240,291,0,0,0,0,0,0,0,0,0,0,0,10,1775,2,150,347,391,0,42,62,0,3351,0,35,1,15,1,2,6,68,1477,8610,782,93,0,0,0,0,0,0,0,0,0,0,0,0,0,200,37,80,112,0,0,6,267,2,0,2,0,0,0,9,249,991,7,20,1,30,9,12,40,249970
1052,2016,YAKIMA,25991,10803,33404,56251,126449,28958,12300,32163,51030,124451,0,0,0,0,0,0,0,0,0,50,3686,0,2051,3098,785,8,88,321,0,0,56,1,20,11,28,13439,5,5132,188,1142,7956,19713,1037,324,0,0,0,0,0,0,0,0,0,0,0,7,1885,2,178,415,430,0,77,65,0,2627,0,39,0,18,0,2,2,65,1355,7901,659,75,0,0,0,0,0,0,0,0,0,0,0,0,1,218,19,85,98,0,0,12,206,1,0,2,0,1,1,9,218,889,5,13,2,31,8,12,41,250900
