RETAILERS,,,
License Number,Reporting Period, Total Sales , Excise Tax Due 
414574,3/1/2016 - 3/31/2016," $153,410 "," $56,762 "
84154,3/1/2016 - 3/31/2016," $187,720 "," $69,457 "
413310,3/1/2016 - 3/31/2016," $113,148 "," $41,865 "
415083,3/1/2016 - 3/31/2016," $357,182 "," $132,157 "
415526,3/1/2016 - 3/31/2016," $206,154 "," $76,277 "
414550,3/1/2016 - 3/31/2016," $104,125 "," $38,526 "
414733,3/1/2016 - 3/31/2016," $173,181 "," $64,077 "
413586,3/1/2016 - 3/31/2016," $161,177 "," $59,635 "
413700,3/1/2016 - 3/31/2016," $31,237 "," $11,558 "
413821,3/1/2016 - 3/31/2016," $117,778 "," $43,578 "
402107,3/1/2016 - 3/31/2016," $86,572 "," $32,031 "
414225,3/1/2016 - 3/31/2016," $319,296 "," $118,139 "
410332,3/1/2016 - 3/31/2016," $213,854 "," $79,126 "
413530,3/1/2016 - 3/31/2016," $26,083 "," $9,651 "
420478,3/1/2016 - 3/31/2016," $22,200 "," $8,214 "
415253,3/1/2016 - 3/31/2016," $453,806 "," $167,908 "
422202,3/1/2016 - 3/31/2016," $19,410 "," $7,182 "
414558,3/1/2016 - 3/31/2016," $21,827 "," $8,076 "
413802,3/1/2016 - 3/31/2016," $112,362 "," $41,574 "
413901,3/1/2016 - 3/31/2016," $134,396 "," $49,727 "
415504,3/1/2016 - 3/31/2016," $659,641 "," $244,067 "
415361,3/1/2016 - 3/31/2016," $51,343 "," $18,997 "
72437,3/1/2016 - 3/31/2016," $224,335 "," $83,004 "
413729,3/1/2016 - 3/31/2016," $95,007 "," $35,153 "
414211,3/1/2016 - 3/31/2016," $220,518 "," $81,592 "
360307,3/1/2016 - 3/31/2016," $379,612 "," $140,456 "
415567,3/1/2016 - 3/31/2016," $133,546 "," $49,412 "
415662,3/1/2016 - 3/31/2016," $148,484 "," $54,939 "
413319,3/1/2016 - 3/31/2016," $293,011 "," $108,414 "
420123,3/1/2016 - 3/31/2016," $41,844 "," $15,482 "
414970,3/1/2016 - 3/31/2016," $185,120 "," $68,495 "
415575,3/1/2016 - 3/31/2016," $189,746 "," $70,206 "
413366,3/1/2016 - 3/31/2016," $88,303 "," $32,672 "
414060,3/1/2016 - 3/31/2016," $247,562 "," $91,598 "
415094,3/1/2016 - 3/31/2016," $212,132 "," $78,489 "
413819,3/1/2016 - 3/31/2016," $475,174 "," $175,814 "
414817,3/1/2016 - 3/31/2016," $496,373 "," $183,658 "
413940,3/1/2016 - 3/31/2016," $394,960 "," $146,135 "
413358,3/1/2016 - 3/31/2016," $716,541 "," $265,120 "
413803,3/1/2016 - 3/31/2016," $212,120 "," $78,484 "
413806,3/1/2016 - 3/31/2016," $9,852 "," $3,645 "
414491,3/1/2016 - 3/31/2016," $293,726 "," $108,679 "
413529,3/1/2016 - 3/31/2016," $41,036 "," $15,183 "
414503,3/1/2016 - 3/31/2016," $275,827 "," $102,056 "
413374,3/1/2016 - 3/31/2016," $224,912 "," $83,217 "
414569,3/1/2016 - 3/31/2016," $311,543 "," $115,271 "
414174,3/1/2016 - 3/31/2016," $270,189 "," $99,970 "
414841,3/1/2016 - 3/31/2016," $332,394 "," $122,986 "
413363,3/1/2016 - 3/31/2016," $347,094 "," $128,425 "
414495,3/1/2016 - 3/31/2016," $88,249 "," $32,652 "
415064,3/1/2016 - 3/31/2016," $52,840 "," $19,551 "
414280,3/1/2016 - 3/31/2016," $160,790 "," $59,492 "
421708,3/1/2016 - 3/31/2016," $48,577 "," $17,974 "
415031,3/1/2016 - 3/31/2016," $37,137 "," $13,741 "
412922,3/1/2016 - 3/31/2016," $51,848 "," $19,184 "
413558,3/1/2016 - 3/31/2016," $563,839 "," $208,621 "
415539,3/1/2016 - 3/31/2016," $40,599 "," $15,022 "
421005,3/1/2016 - 3/31/2016," $21,493 "," $7,952 "
414292,3/1/2016 - 3/31/2016," $40,058 "," $14,821 "
415294,3/1/2016 - 3/31/2016," $31,220 "," $11,552 "
414785,3/1/2016 - 3/31/2016," $165,770 "," $61,335 "
413737,3/1/2016 - 3/31/2016," $210,247 "," $77,791 "
412923,3/1/2016 - 3/31/2016," $226,805 "," $83,918 "
414761,3/1/2016 - 3/31/2016," $99,506 "," $36,817 "
415130,3/1/2016 - 3/31/2016," $337,710 "," $124,953 "
416540,3/1/2016 - 3/31/2016," $4,730 "," $1,750 "
414918,3/1/2016 - 3/31/2016," $33,723 "," $12,477 "
413886,3/1/2016 - 3/31/2016," $213,481 "," $78,988 "
414755,3/1/2016 - 3/31/2016," $87,426 "," $32,348 "
414573,3/1/2016 - 3/31/2016," $23,831 "," $8,818 "
413798,3/1/2016 - 3/31/2016," $57,791 "," $21,383 "
414298,3/1/2016 - 3/31/2016," $48,093 "," $17,795 "
410798,3/1/2016 - 3/31/2016," $253,483 "," $93,789 "
413801,3/1/2016 - 3/31/2016," $50,867 "," $18,821 "
414417,3/1/2016 - 3/31/2016," $518,580 "," $191,875 "
420793,3/1/2016 - 3/31/2016," $26,317 "," $9,737 "
414356,3/1/2016 - 3/31/2016," $136,323 "," $50,440 "
415112,3/1/2016 - 3/31/2016," $669,374 "," $247,668 "
414295,3/1/2016 - 3/31/2016," $869,609 "," $321,755 "
413541,3/1/2016 - 3/31/2016," $125,198 "," $46,323 "
415124,3/1/2016 - 3/31/2016," $47,879 "," $17,715 "
421900,3/1/2016 - 3/31/2016," $19,626 "," $7,262 "
415333,3/1/2016 - 3/31/2016," $409,355 "," $151,461 "
421409,3/1/2016 - 3/31/2016," $111,986 "," $41,435 "
402039,3/1/2016 - 3/31/2016," $348,417 "," $128,914 "
414418,3/1/2016 - 3/31/2016," $56,108 "," $20,760 "
419759,3/1/2016 - 3/31/2016," $69,777 "," $25,818 "
413702,3/1/2016 - 3/31/2016, $56 , $21 
413683,3/1/2016 - 3/31/2016," $468,324 "," $173,280 "
413570,3/1/2016 - 3/31/2016," $295,251 "," $109,243 "
413550,3/1/2016 - 3/31/2016," $271,776 "," $100,557 "
415238,3/1/2016 - 3/31/2016," $205,285 "," $75,956 "
413534,3/1/2016 - 3/31/2016," $145,901 "," $53,983 "
414430,3/1/2016 - 3/31/2016," $178,858 "," $66,177 "
421702,3/1/2016 - 3/31/2016," $42,889 "," $15,869 "
422218,3/1/2016 - 3/31/2016," $570,847 "," $211,213 "
414240,3/1/2016 - 3/31/2016," $16,713 "," $6,184 "
414889,3/1/2016 - 3/31/2016," $567,028 "," $209,801 "
421350,3/1/2016 - 3/31/2016," $2,542 ", $941 
413843,3/1/2016 - 3/31/2016," $253,999 "," $93,980 "
414750,3/1/2016 - 3/31/2016," $53,119 "," $19,654 "
414867,3/1/2016 - 3/31/2016," $645,694 "," $238,907 "
355804,3/1/2016 - 3/31/2016, $34 , $13 
417643,3/1/2016 - 3/31/2016," $279,149 "," $103,285 "
421168,3/1/2016 - 3/31/2016," $96,858 "," $35,838 "
414520,3/1/2016 - 3/31/2016," $762,442 "," $282,104 "
415509,3/1/2016 - 3/31/2016," $8,378 "," $3,100 "
417880,3/1/2016 - 3/31/2016," $48,917 "," $18,099 "
415425,3/1/2016 - 3/31/2016," $113,850 "," $42,124 "
415222,3/1/2016 - 3/31/2016," $100,995 "," $37,368 "
415216,3/1/2016 - 3/31/2016," $159,810 "," $59,130 "
414243,3/1/2016 - 3/31/2016," $152,245 "," $56,330 "
414823,3/1/2016 - 3/31/2016," $151,104 "," $55,908 "
413544,3/1/2016 - 3/31/2016," $266,170 "," $98,483 "
412370,3/1/2016 - 3/31/2016," $249,193 "," $92,201 "
414963,3/1/2016 - 3/31/2016," $247,203 "," $91,465 "
415429,3/1/2016 - 3/31/2016," $170,891 "," $63,230 "
422442,3/1/2016 - 3/31/2016," $5,736 "," $2,122 "
414876,3/1/2016 - 3/31/2016," $1,605,880 "," $594,176 "
413414,3/1/2016 - 3/31/2016," $90,689 "," $33,555 "
414893,3/1/2016 - 3/31/2016," $138,285 "," $51,166 "
419640,3/1/2016 - 3/31/2016," $119,718 "," $44,296 "
415652,3/1/2016 - 3/31/2016," $162,582 "," $60,155 "
414864,3/1/2016 - 3/31/2016," $99,882 "," $36,956 "
422158,3/1/2016 - 3/31/2016, $10 , $4 
415037,3/1/2016 - 3/31/2016," $268,363 "," $99,294 "
415325,3/1/2016 - 3/31/2016," $106,395 "," $39,366 "
414250,3/1/2016 - 3/31/2016," $29,471 "," $10,904 "
415001,3/1/2016 - 3/31/2016," $227,752 "," $84,268 "
414735,3/1/2016 - 3/31/2016," $52,253 "," $19,333 "
415314,3/1/2016 - 3/31/2016," $190,558 "," $70,506 "
413980,3/1/2016 - 3/31/2016," $359,740 "," $133,104 "
415206,3/1/2016 - 3/31/2016," $19,368 "," $7,166 "
413930,3/1/2016 - 3/31/2016," $58,616 "," $21,688 "
414181,3/1/2016 - 3/31/2016," $9,870 "," $3,652 "
413732,3/1/2016 - 3/31/2016," $669,779 "," $247,818 "
415658,3/1/2016 - 3/31/2016," $294,419 "," $108,935 "
413407,3/1/2016 - 3/31/2016," $58,387 "," $21,603 "
413372,3/1/2016 - 3/31/2016," $357,215 "," $132,170 "
413551,3/1/2016 - 3/31/2016," $161,426 "," $59,728 "
421417,3/1/2016 - 3/31/2016," $59,886 "," $22,158 "
415348,3/1/2016 - 3/31/2016," $185,574 "," $68,662 "
414656,3/1/2016 - 3/31/2016," $164,309 "," $60,794 "
414712,3/1/2016 - 3/31/2016," $19,768 "," $7,314 "
414812,3/1/2016 - 3/31/2016," $227,638 "," $84,226 "
413809,3/1/2016 - 3/31/2016," $142,409 "," $52,691 "
79013,3/1/2016 - 3/31/2016," $81,958 "," $30,324 "
420819,3/1/2016 - 3/31/2016," $71,361 "," $26,404 "
415229,3/1/2016 - 3/31/2016," $332,759 "," $123,121 "
414680,3/1/2016 - 3/31/2016," $164,991 "," $61,047 "
414723,3/1/2016 - 3/31/2016," $315,622 "," $116,780 "
414500,3/1/2016 - 3/31/2016," $116,123 "," $42,966 "
404933,3/1/2016 - 3/31/2016," $111,172 "," $41,134 "
415132,3/1/2016 - 3/31/2016," $206,685 "," $76,473 "
413692,3/1/2016 - 3/31/2016," $136,442 "," $50,484 "
414740,3/1/2016 - 3/31/2016," $98,866 "," $36,580 "
413739,3/1/2016 - 3/31/2016," $579,309 "," $214,344 "
414664,3/1/2016 - 3/31/2016," $573,048 "," $212,028 "
412066,3/1/2016 - 3/31/2016," $65,742 "," $24,325 "
353260,3/1/2016 - 3/31/2016," $114,797 "," $42,475 "
414780,3/1/2016 - 3/31/2016," $293,194 "," $108,482 "
414731,3/1/2016 - 3/31/2016," $352,555 "," $130,445 "
413519,3/1/2016 - 3/31/2016," $48,306 "," $17,873 "
413994,3/1/2016 - 3/31/2016," $47,728 "," $17,659 "
414101,3/1/2016 - 3/31/2016," $161,962 "," $59,926 "
413762,3/1/2016 - 3/31/2016," $191,361 "," $70,804 "
414223,3/1/2016 - 3/31/2016," $90,921 "," $33,641 "
422146,3/1/2016 - 3/31/2016," $306,597 "," $113,441 "
414160,3/1/2016 - 3/31/2016," $59,923 "," $22,171 "
414532,3/1/2016 - 3/31/2016," $342,939 "," $126,888 "
413596,3/1/2016 - 3/31/2016," $238,391 "," $88,205 "
421326,3/1/2016 - 3/31/2016," $71,760 "," $26,551 "
413847,3/1/2016 - 3/31/2016," $84,228 "," $31,164 "
413503,3/1/2016 - 3/31/2016," $149,591 "," $55,349 "
415523,3/1/2016 - 3/31/2016," $61,626 "," $22,802 "
414002,3/1/2016 - 3/31/2016," $83,745 "," $30,986 "
415645,3/1/2016 - 3/31/2016," $116,738 "," $43,193 "
413426,3/1/2016 - 3/31/2016," $135,971 "," $50,309 "
413897,3/1/2016 - 3/31/2016," $71,499 "," $26,454 "
413791,3/1/2016 - 3/31/2016," $452,396 "," $167,386 "
414714,3/1/2016 - 3/31/2016," $122,005 "," $45,142 "
413258,3/1/2016 - 3/31/2016," $446,609 "," $165,245 "
413420,3/1/2016 - 3/31/2016," $229,715 "," $84,995 "
415410,3/1/2016 - 3/31/2016," $232,384 "," $85,982 "
412490,3/1/2016 - 3/31/2016," $333,175 "," $123,275 "
412495,3/1/2016 - 3/31/2016," $137,542 "," $50,891 "
414958,3/1/2016 - 3/31/2016," $222,513 "," $82,330 "
413600,3/1/2016 - 3/31/2016," $58,004 "," $21,462 "
413481,3/1/2016 - 3/31/2016," $142,275 "," $52,642 "
414829,3/1/2016 - 3/31/2016," $1,788 ", $661 
415484,3/1/2016 - 3/31/2016," $56,835 "," $21,029 "
413848,3/1/2016 - 3/31/2016," $288,969 "," $106,919 "
84045,3/1/2016 - 3/31/2016," $521,768 "," $193,054 "
412921,3/1/2016 - 3/31/2016," $158,949 "," $58,811 "
420801,3/1/2016 - 3/31/2016," $35,548 "," $13,153 "
414065,3/1/2016 - 3/31/2016," $135,838 "," $50,260 "
413677,3/1/2016 - 3/31/2016," $62,522 "," $23,133 "
415513,3/1/2016 - 3/31/2016," $92,853 "," $34,356 "
415507,3/1/2016 - 3/31/2016," $119,703 "," $44,290 "
415517,3/1/2016 - 3/31/2016," $204,644 "," $75,718 "
414539,3/1/2016 - 3/31/2016," $5,071 "," $1,876 "
414983,3/1/2016 - 3/31/2016," $411,297 "," $152,180 "
413870,3/1/2016 - 3/31/2016," $93,618 "," $34,639 "
414216,3/1/2016 - 3/31/2016," $8,758 "," $3,240 "
415343,3/1/2016 - 3/31/2016," $77,064 "," $28,514 "
413773,3/1/2016 - 3/31/2016," $387,561 "," $143,397 "
412494,3/1/2016 - 3/31/2016," $601,350 "," $222,500 "
414716,3/1/2016 - 3/31/2016," $195,979 "," $72,512 "
415115,3/1/2016 - 3/31/2016," $136,427 "," $50,478 "
415183,3/1/2016 - 3/31/2016," $147,281 "," $54,494 "
400209,3/1/2016 - 3/31/2016," $53,612 "," $19,836 "
414256,3/1/2016 - 3/31/2016," $130,202 "," $48,175 "
413369,3/1/2016 - 3/31/2016," $454,914 "," $168,318 "
414871,3/1/2016 - 3/31/2016," $225,436 "," $83,411 "
414533,3/1/2016 - 3/31/2016," $1,461,633 "," $540,804 "
415010,3/1/2016 - 3/31/2016," $250,228 "," $92,584 "
415445,3/1/2016 - 3/31/2016," $48,869 "," $18,081 "
415641,3/1/2016 - 3/31/2016," $118,890 "," $43,989 "
414011,3/1/2016 - 3/31/2016," $274,433 "," $101,540 "
414995,3/1/2016 - 3/31/2016," $254,970 "," $94,339 "
414868,3/1/2016 - 3/31/2016," $272,130 "," $100,688 "
412466,3/1/2016 - 3/31/2016," $84,227 "," $31,164 "
417511,3/1/2016 - 3/31/2016," $122,240 "," $45,229 "
414398,3/1/2016 - 3/31/2016," $245,739 "," $90,923 "
414449,3/1/2016 - 3/31/2016," $371,538 "," $137,469 "
415488,3/1/2016 - 3/31/2016," $149,762 "," $55,412 "
RETAILERS PERIOD TOTAL,3/1/2016 - 3/31/2016," $46,713,359 "," $17,283,943 "
414884,4/1/2016 - 4/30/2016," $302,992 "," $112,107 "
421084,4/1/2016 - 4/30/2016," $29,028 "," $10,740 "
415470,4/1/2016 - 4/30/2016," $295,220 "," $109,231 "
413314,4/1/2016 - 4/30/2016," $228,937 "," $84,707 "
414574,4/1/2016 - 4/30/2016," $149,675 "," $55,380 "
84154,4/1/2016 - 4/30/2016," $227,267 "," $84,089 "
413310,4/1/2016 - 4/30/2016," $104,842 "," $38,791 "
415083,4/1/2016 - 4/30/2016," $370,141 "," $136,952 "
415526,4/1/2016 - 4/30/2016," $198,483 "," $73,439 "
414550,4/1/2016 - 4/30/2016," $104,793 "," $38,774 "
414733,4/1/2016 - 4/30/2016," $169,248 "," $62,622 "
413586,4/1/2016 - 4/30/2016," $159,704 "," $59,090 "
413700,4/1/2016 - 4/30/2016," $31,804 "," $11,768 "
421491,4/1/2016 - 4/30/2016," $56,093 "," $20,755 "
413821,4/1/2016 - 4/30/2016," $114,713 "," $42,444 "
402107,4/1/2016 - 4/30/2016," $67,001 "," $24,791 "
421359,4/1/2016 - 4/30/2016, $281 , $104 
414225,4/1/2016 - 4/30/2016," $336,859 "," $124,638 "
410332,4/1/2016 - 4/30/2016," $218,287 "," $80,766 "
421652,4/1/2016 - 4/30/2016," $1,961 ", $726 
413530,4/1/2016 - 4/30/2016," $26,806 "," $9,918 "
420478,4/1/2016 - 4/30/2016," $32,280 "," $11,944 "
415253,4/1/2016 - 4/30/2016," $474,965 "," $175,737 "
422202,4/1/2016 - 4/30/2016," $23,499 "," $8,695 "
414558,4/1/2016 - 4/30/2016," $23,494 "," $8,693 "
413802,4/1/2016 - 4/30/2016," $113,917 "," $42,149 "
413901,4/1/2016 - 4/30/2016," $140,026 "," $51,810 "
415504,4/1/2016 - 4/30/2016," $669,879 "," $247,855 "
415361,4/1/2016 - 4/30/2016," $60,452 "," $22,367 "
72437,4/1/2016 - 4/30/2016," $220,963 "," $81,756 "
420661,4/1/2016 - 4/30/2016," $3,086 "," $1,142 "
413729,4/1/2016 - 4/30/2016," $97,008 "," $35,893 "
414211,4/1/2016 - 4/30/2016," $239,485 "," $88,609 "
360307,4/1/2016 - 4/30/2016," $459,438 "," $169,992 "
415567,4/1/2016 - 4/30/2016," $150,899 "," $55,832 "
415662,4/1/2016 - 4/30/2016," $42,600 "," $15,762 "
422944,4/1/2016 - 4/30/2016," $130,617 "," $48,328 "
413319,4/1/2016 - 4/30/2016," $285,891 "," $105,780 "
420123,4/1/2016 - 4/30/2016," $17,403 "," $6,439 "
414970,4/1/2016 - 4/30/2016," $185,083 "," $68,481 "
415575,4/1/2016 - 4/30/2016," $175,981 "," $65,113 "
413366,4/1/2016 - 4/30/2016," $94,690 "," $35,035 "
414060,4/1/2016 - 4/30/2016," $238,866 "," $88,381 "
415094,4/1/2016 - 4/30/2016," $224,321 "," $82,999 "
413819,4/1/2016 - 4/30/2016," $480,999 "," $177,970 "
414817,4/1/2016 - 4/30/2016," $502,143 "," $185,793 "
413940,4/1/2016 - 4/30/2016," $393,766 "," $145,693 "
413358,4/1/2016 - 4/30/2016," $728,938 "," $269,707 "
413803,4/1/2016 - 4/30/2016," $213,087 "," $78,842 "
413806,4/1/2016 - 4/30/2016," $9,529 "," $3,526 "
414491,4/1/2016 - 4/30/2016," $336,942 "," $124,668 "
413529,4/1/2016 - 4/30/2016," $38,767 "," $14,344 "
414503,4/1/2016 - 4/30/2016," $299,007 "," $110,633 "
413374,4/1/2016 - 4/30/2016," $216,854 "," $80,236 "
414569,4/1/2016 - 4/30/2016," $316,612 "," $117,146 "
414174,4/1/2016 - 4/30/2016," $314,114 "," $116,222 "
414841,4/1/2016 - 4/30/2016," $340,163 "," $125,860 "
413363,4/1/2016 - 4/30/2016," $352,977 "," $130,601 "
414495,4/1/2016 - 4/30/2016," $104,071 "," $38,506 "
415064,4/1/2016 - 4/30/2016," $55,448 "," $20,516 "
415211,4/1/2016 - 4/30/2016," $21,732 "," $8,041 "
414280,4/1/2016 - 4/30/2016," $160,157 "," $59,258 "
421708,4/1/2016 - 4/30/2016," $132,322 "," $48,959 "
415031,4/1/2016 - 4/30/2016," $69,181 "," $25,597 "
412922,4/1/2016 - 4/30/2016," $66,876 "," $24,744 "
413558,4/1/2016 - 4/30/2016," $588,056 "," $217,581 "
415539,4/1/2016 - 4/30/2016," $43,044 "," $15,926 "
421005,4/1/2016 - 4/30/2016," $52,318 "," $19,358 "
414292,4/1/2016 - 4/30/2016," $43,177 "," $15,976 "
415294,4/1/2016 - 4/30/2016," $37,677 "," $13,941 "
414785,4/1/2016 - 4/30/2016," $174,338 "," $64,505 "
413737,4/1/2016 - 4/30/2016," $216,309 "," $80,034 "
412923,4/1/2016 - 4/30/2016," $229,301 "," $84,841 "
414450,4/1/2016 - 4/30/2016," $4,898 "," $1,812 "
414761,4/1/2016 - 4/30/2016," $104,741 "," $38,754 "
415130,4/1/2016 - 4/30/2016," $283,251 "," $104,803 "
416540,4/1/2016 - 4/30/2016," $99,419 "," $36,785 "
414918,4/1/2016 - 4/30/2016," $40,614 "," $15,027 "
413886,4/1/2016 - 4/30/2016," $210,814 "," $78,001 "
414755,4/1/2016 - 4/30/2016," $98,499 "," $36,445 "
414573,4/1/2016 - 4/30/2016," $27,036 "," $10,003 "
413798,4/1/2016 - 4/30/2016," $58,995 "," $21,828 "
414298,4/1/2016 - 4/30/2016," $66,923 "," $24,761 "
420638,4/1/2016 - 4/30/2016," $15,304 "," $5,663 "
410798,4/1/2016 - 4/30/2016," $259,619 "," $96,059 "
413801,4/1/2016 - 4/30/2016," $50,936 "," $18,846 "
414417,4/1/2016 - 4/30/2016," $544,784 "," $201,570 "
420793,4/1/2016 - 4/30/2016," $52,450 "," $19,407 "
414356,4/1/2016 - 4/30/2016," $152,874 "," $56,563 "
415112,4/1/2016 - 4/30/2016," $647,486 "," $239,570 "
414295,4/1/2016 - 4/30/2016," $880,647 "," $325,840 "
413541,4/1/2016 - 4/30/2016," $156,897 "," $58,052 "
415124,4/1/2016 - 4/30/2016," $50,146 "," $18,554 "
421900,4/1/2016 - 4/30/2016," $75,545 "," $27,952 "
415333,4/1/2016 - 4/30/2016," $419,603 "," $155,253 "
421409,4/1/2016 - 4/30/2016," $142,833 "," $52,848 "
402039,4/1/2016 - 4/30/2016," $345,355 "," $127,781 "
421918,4/1/2016 - 4/30/2016, $75 , $28 
414418,4/1/2016 - 4/30/2016," $28,982 "," $10,723 "
419759,4/1/2016 - 4/30/2016," $74,892 "," $27,710 "
413702,4/1/2016 - 4/30/2016, $141 , $52 
413683,4/1/2016 - 4/30/2016," $473,122 "," $175,055 "
420291,4/1/2016 - 4/30/2016," $51,982 "," $19,233 "
413570,4/1/2016 - 4/30/2016," $296,591 "," $109,739 "
413550,4/1/2016 - 4/30/2016," $299,485 "," $110,810 "
415238,4/1/2016 - 4/30/2016," $209,522 "," $77,523 "
413534,4/1/2016 - 4/30/2016," $153,721 "," $56,877 "
414430,4/1/2016 - 4/30/2016," $185,828 "," $68,756 "
421702,4/1/2016 - 4/30/2016," $148,976 "," $55,121 "
422218,4/1/2016 - 4/30/2016," $603,365 "," $223,245 "
414889,4/1/2016 - 4/30/2016," $541,884 "," $200,497 "
421350,4/1/2016 - 4/30/2016," $9,223 "," $3,412 "
413843,4/1/2016 - 4/30/2016," $246,943 "," $91,369 "
414750,4/1/2016 - 4/30/2016," $62,167 "," $23,002 "
413727,4/1/2016 - 4/30/2016," $15,183 "," $5,618 "
414867,4/1/2016 - 4/30/2016," $655,540 "," $242,550 "
417643,4/1/2016 - 4/30/2016," $292,897 "," $108,372 "
421168,4/1/2016 - 4/30/2016," $110,398 "," $40,847 "
422012,4/1/2016 - 4/30/2016," $9,462 "," $3,501 "
414520,4/1/2016 - 4/30/2016," $760,078 "," $281,229 "
416102,4/1/2016 - 4/30/2016," $3,638 "," $1,346 "
415509,4/1/2016 - 4/30/2016," $78,570 "," $29,071 "
417880,4/1/2016 - 4/30/2016," $52,300 "," $19,351 "
421141,4/1/2016 - 4/30/2016, $14 , $5 
415425,4/1/2016 - 4/30/2016," $121,454 "," $44,938 "
415222,4/1/2016 - 4/30/2016," $91,993 "," $34,037 "
415216,4/1/2016 - 4/30/2016," $154,962 "," $57,336 "
414243,4/1/2016 - 4/30/2016," $135,451 "," $50,117 "
414823,4/1/2016 - 4/30/2016," $158,959 "," $58,815 "
413544,4/1/2016 - 4/30/2016," $249,431 "," $92,289 "
412370,4/1/2016 - 4/30/2016," $262,025 "," $96,949 "
414963,4/1/2016 - 4/30/2016," $240,151 "," $88,856 "
415429,4/1/2016 - 4/30/2016," $169,048 "," $62,548 "
422442,4/1/2016 - 4/30/2016," $60,748 "," $22,477 "
414876,4/1/2016 - 4/30/2016," $1,634,861 "," $604,899 "
421789,4/1/2016 - 4/30/2016," $162,674 "," $60,189 "
413414,4/1/2016 - 4/30/2016," $96,232 "," $35,606 "
414893,4/1/2016 - 4/30/2016," $142,846 "," $52,853 "
419640,4/1/2016 - 4/30/2016," $108,796 "," $40,255 "
415652,4/1/2016 - 4/30/2016," $181,908 "," $67,306 "
414864,4/1/2016 - 4/30/2016," $138,402 "," $51,209 "
422158,4/1/2016 - 4/30/2016," $36,364 "," $13,455 "
415037,4/1/2016 - 4/30/2016," $285,634 "," $105,685 "
415325,4/1/2016 - 4/30/2016," $107,919 "," $39,930 "
414250,4/1/2016 - 4/30/2016," $35,601 "," $13,173 "
415001,4/1/2016 - 4/30/2016," $255,752 "," $94,628 "
414735,4/1/2016 - 4/30/2016," $56,348 "," $20,849 "
415314,4/1/2016 - 4/30/2016," $198,448 "," $73,426 "
413980,4/1/2016 - 4/30/2016," $344,150 "," $127,336 "
415206,4/1/2016 - 4/30/2016," $22,038 "," $8,154 "
413930,4/1/2016 - 4/30/2016," $56,048 "," $20,738 "
414181,4/1/2016 - 4/30/2016," $45,889 "," $16,979 "
413732,4/1/2016 - 4/30/2016," $635,893 "," $235,280 "
415658,4/1/2016 - 4/30/2016," $315,082 "," $116,580 "
413407,4/1/2016 - 4/30/2016," $60,446 "," $22,365 "
421490,4/1/2016 - 4/30/2016," $22,609 "," $8,365 "
413372,4/1/2016 - 4/30/2016," $385,247 "," $142,541 "
413551,4/1/2016 - 4/30/2016," $145,257 "," $53,745 "
421417,4/1/2016 - 4/30/2016," $118,189 "," $43,730 "
415348,4/1/2016 - 4/30/2016," $187,287 "," $69,296 "
414656,4/1/2016 - 4/30/2016," $163,249 "," $60,402 "
414712,4/1/2016 - 4/30/2016," $23,774 "," $8,796 "
414812,4/1/2016 - 4/30/2016," $228,519 "," $84,552 "
413809,4/1/2016 - 4/30/2016," $177,723 "," $65,758 "
79013,4/1/2016 - 4/30/2016," $71,863 "," $26,589 "
420819,4/1/2016 - 4/30/2016," $107,692 "," $39,846 "
415229,4/1/2016 - 4/30/2016," $325,055 "," $120,271 "
422109,4/1/2016 - 4/30/2016," $2,060 ", $762 
414680,4/1/2016 - 4/30/2016," $163,789 "," $60,602 "
421876,4/1/2016 - 4/30/2016," $27,606 "," $10,214 "
414723,4/1/2016 - 4/30/2016," $296,787 "," $109,811 "
414500,4/1/2016 - 4/30/2016," $133,120 "," $49,255 "
404933,4/1/2016 - 4/30/2016," $131,748 "," $48,747 "
415132,4/1/2016 - 4/30/2016," $227,869 "," $84,312 "
413692,4/1/2016 - 4/30/2016," $166,550 "," $61,624 "
414740,4/1/2016 - 4/30/2016," $108,447 "," $40,125 "
413739,4/1/2016 - 4/30/2016," $591,077 "," $218,698 "
414664,4/1/2016 - 4/30/2016," $536,718 "," $198,586 "
417114,4/1/2016 - 4/30/2016, $17 , $6 
412066,4/1/2016 - 4/30/2016," $71,911 "," $26,607 "
353260,4/1/2016 - 4/30/2016," $121,643 "," $45,008 "
413479,4/1/2016 - 4/30/2016," $67,226 "," $24,874 "
414780,4/1/2016 - 4/30/2016," $295,600 "," $109,372 "
414731,4/1/2016 - 4/30/2016," $346,658 "," $128,263 "
413519,4/1/2016 - 4/30/2016," $93,904 "," $34,745 "
413994,4/1/2016 - 4/30/2016," $50,253 "," $18,593 "
414101,4/1/2016 - 4/30/2016," $165,179 "," $61,116 "
413762,4/1/2016 - 4/30/2016," $203,952 "," $75,462 "
414223,4/1/2016 - 4/30/2016," $111,016 "," $41,076 "
422146,4/1/2016 - 4/30/2016," $314,791 "," $116,473 "
